   arc_length_s     gamma_x(s)       gamma_y(s)    gamma_z(s)
1.704031e+02 1.652398e+01 3.155532e+01 6.290000e+01
1.708062e+02 1.628961e+01 3.187948e+01 6.295000e+01
1.712093e+02 1.604881e+01 3.219886e+01 6.300000e+01
1.716125e+02 1.580166e+01 3.251338e+01 6.305000e+01
1.720156e+02 1.554828e+01 3.282290e+01 6.310000e+01
1.724187e+02 1.528876e+01 3.312728e+01 6.315000e+01
1.728218e+02 1.502320e+01 3.342640e+01 6.320000e+01
1.732249e+02 1.475171e+01 3.372016e+01 6.325000e+01
1.736280e+02 1.447440e+01 3.400844e+01 6.330000e+01
1.740311e+02 1.419138e+01 3.429110e+01 6.335000e+01
1.744342e+02 1.390277e+01 3.456804e+01 6.340000e+01
1.748374e+02 1.360867e+01 3.483918e+01 6.345000e+01
1.752405e+02 1.330921e+01 3.510436e+01 6.350000e+01
1.756436e+02 1.300451e+01 3.536350e+01 6.355000e+01
1.760467e+02 1.269469e+01 3.561650e+01 6.360000e+01
1.764498e+02 1.237987e+01 3.586326e+01 6.365000e+01
1.768529e+02 1.206017e+01 3.610366e+01 6.370000e+01
1.772560e+02 1.173574e+01 3.633764e+01 6.375000e+01
1.776592e+02 1.140668e+01 3.656506e+01 6.380000e+01
1.780623e+02 1.107315e+01 3.678588e+01 6.385000e+01
1.784654e+02 1.073527e+01 3.699996e+01 6.390000e+01
1.788685e+02 1.039317e+01 3.720726e+01 6.395000e+01
1.792716e+02 1.004700e+01 3.740766e+01 6.400000e+01
1.796747e+02 9.696884e+00 3.760110e+01 6.405000e+01
1.800778e+02 9.342972e+00 3.778752e+01 6.410000e+01
1.804809e+02 8.985404e+00 3.796680e+01 6.415000e+01
1.808841e+02 8.624322e+00 3.813890e+01 6.420000e+01
1.812872e+02 8.259868e+00 3.830376e+01 6.425000e+01
1.816903e+02 7.892192e+00 3.846128e+01 6.430000e+01
1.820934e+02 7.521440e+00 3.861142e+01 6.435000e+01
1.824965e+02 7.147760e+00 3.875412e+01 6.440000e+01
1.828996e+02 6.771298e+00 3.888932e+01 6.445000e+01
1.833027e+02 6.392210e+00 3.901696e+01 6.450000e+01
1.837058e+02 6.010644e+00 3.913698e+01 6.455000e+01
1.841090e+02 5.626756e+00 3.924936e+01 6.460000e+01
1.845121e+02 5.240694e+00 3.935404e+01 6.465000e+01
1.849152e+02 4.852618e+00 3.945098e+01 6.470000e+01
1.853183e+02 4.462680e+00 3.954014e+01 6.475000e+01
1.857214e+02 4.071038e+00 3.962148e+01 6.480000e+01
1.861245e+02 3.677848e+00 3.969496e+01 6.485000e+01
1.865276e+02 3.283266e+00 3.976058e+01 6.490000e+01
1.869308e+02 2.887450e+00 3.981828e+01 6.495000e+01
1.873339e+02 2.490560e+00 3.986806e+01 6.500000e+01
1.877370e+02 2.092754e+00 3.990990e+01 6.505000e+01
1.881401e+02 1.694191e+00 3.994378e+01 6.510000e+01
1.885432e+02 1.295030e+00 3.996966e+01 6.515000e+01
1.889463e+02 8.954306e-01 3.998758e+01 6.520000e+01
1.893494e+02 4.955534e-01 3.999748e+01 6.525000e+01
1.897525e+02 9.555794e-02 3.999940e+01 6.530000e+01
1.901557e+02 -3.043958e-01 3.999330e+01 6.535000e+01
1.905588e+02 -7.041476e-01 3.997922e+01 6.540000e+01
1.909619e+02 -1.103538e+00 3.995714e+01 6.545000e+01
1.913650e+02 -1.502407e+00 3.992708e+01 6.550000e+01
1.917681e+02 -1.900595e+00 3.988906e+01 6.555000e+01
1.921712e+02 -2.297942e+00 3.984306e+01 6.560000e+01
1.925743e+02 -2.694290e+00 3.978914e+01 6.565000e+01
1.929774e+02 -3.089482e+00 3.972730e+01 6.570000e+01
1.933806e+02 -3.483356e+00 3.965756e+01 6.575000e+01
1.937837e+02 -3.875758e+00 3.957998e+01 6.580000e+01
1.941868e+02 -4.266530e+00 3.949454e+01 6.585000e+01
1.945899e+02 -4.655516e+00 3.940132e+01 6.590000e+01
1.949930e+02 -5.042558e+00 3.930034e+01 6.595000e+01
1.953961e+02 -5.427504e+00 3.919164e+01 6.600000e+01
1.957992e+02 -5.810200e+00 3.907526e+01 6.605000e+01
1.962023e+02 -6.190490e+00 3.895124e+01 6.610000e+01
1.966055e+02 -6.568226e+00 3.881966e+01 6.615000e+01
1.970086e+02 -6.943254e+00 3.868054e+01 6.620000e+01
1.974117e+02 -7.315424e+00 3.853394e+01 6.625000e+01
1.978148e+02 -7.684588e+00 3.837994e+01 6.630000e+01
1.982179e+02 -8.050598e+00 3.821858e+01 6.635000e+01
1.986210e+02 -8.413310e+00 3.804994e+01 6.640000e+01
1.990241e+02 -8.772574e+00 3.787408e+01 6.645000e+01
1.994272e+02 -9.128252e+00 3.769106e+01 6.650000e+01
1.998304e+02 -9.480196e+00 3.750096e+01 6.655000e+01
2.002335e+02 -9.828270e+00 3.730388e+01 6.660000e+01
2.006366e+02 -1.017233e+01 3.709986e+01 6.665000e+01
2.010397e+02 -1.051225e+01 3.688900e+01 6.670000e+01
2.014428e+02 -1.084787e+01 3.667140e+01 6.675000e+01
2.018459e+02 -1.117908e+01 3.644712e+01 6.680000e+01
2.022490e+02 -1.150574e+01 3.621626e+01 6.685000e+01
2.026522e+02 -1.182772e+01 3.597892e+01 6.690000e+01
2.030553e+02 -1.214488e+01 3.573520e+01 6.695000e+01
2.034584e+02 -1.245711e+01 3.548516e+01 6.700000e+01
2.038615e+02 -1.276427e+01 3.522894e+01 6.705000e+01
2.042646e+02 -1.306625e+01 3.496662e+01 6.710000e+01
2.046677e+02 -1.336293e+01 3.469832e+01 6.715000e+01
2.050708e+02 -1.365417e+01 3.442414e+01 6.720000e+01
2.054739e+02 -1.393988e+01 3.414420e+01 6.725000e+01
2.058771e+02 -1.421993e+01 3.385858e+01 6.730000e+01
2.062802e+02 -1.449421e+01 3.356744e+01 6.735000e+01
2.066833e+02 -1.476262e+01 3.327086e+01 6.740000e+01
2.070864e+02 -1.502504e+01 3.296898e+01 6.745000e+01
2.074895e+02 -1.528137e+01 3.266190e+01 6.750000e+01
2.078926e+02 -1.553151e+01 3.234976e+01 6.755000e+01
2.082957e+02 -1.577535e+01 3.203268e+01 6.760000e+01
2.086989e+02 -1.601281e+01 3.171078e+01 6.765000e+01
2.091020e+02 -1.624378e+01 3.138420e+01 6.770000e+01
2.095051e+02 -1.646817e+01 3.105308e+01 6.775000e+01
2.099082e+02 -1.668590e+01 3.071752e+01 6.780000e+01
2.103113e+02 -1.689687e+01 3.037768e+01 6.785000e+01
2.107144e+02 -1.710101e+01 3.003370e+01 6.790000e+01
2.111175e+02 -1.729822e+01 2.968570e+01 6.795000e+01
2.115206e+02 -1.748844e+01 2.933382e+01 6.800000e+01
2.119238e+02 -1.767158e+01 2.897820e+01 6.805000e+01
2.123269e+02 -1.784757e+01 2.861900e+01 6.810000e+01
2.127300e+02 -1.801634e+01 2.825634e+01 6.815000e+01
2.131331e+02 -1.817783e+01 2.789040e+01 6.820000e+01
2.135362e+02 -1.833196e+01 2.752128e+01 6.825000e+01
2.139393e+02 -1.847868e+01 2.714916e+01 6.830000e+01
2.143424e+02 -1.861794e+01 2.677418e+01 6.835000e+01
2.147455e+02 -1.874966e+01 2.639650e+01 6.840000e+01
2.151486e+02 -1.887380e+01 2.601626e+01 6.845000e+01
2.155518e+02 -1.899032e+01 2.563360e+01 6.850000e+01
2.159549e+02 -1.909916e+01 2.524870e+01 6.855000e+01
2.163580e+02 -1.920028e+01 2.486168e+01 6.860000e+01
2.167611e+02 -1.929364e+01 2.447274e+01 6.865000e+01
2.171642e+02 -1.937920e+01 2.408198e+01 6.870000e+01
2.175673e+02 -1.945694e+01 2.368962e+01 6.875000e+01
2.179704e+02 -1.952681e+01 2.329576e+01 6.880000e+01
2.183736e+02 -1.958879e+01 2.290060e+01 6.885000e+01
2.187767e+02 -1.964285e+01 2.250426e+01 6.890000e+01
2.191798e+02 -1.968898e+01 2.210694e+01 6.895000e+01
2.195829e+02 -1.972715e+01 2.170876e+01 6.900000e+01
2.199860e+02 -1.975735e+01 2.130990e+01 6.905000e+01
2.203891e+02 -1.977957e+01 2.091052e+01 6.910000e+01
2.207922e+02 -1.979379e+01 2.051078e+01 6.915000e+01
2.211953e+02 -1.980002e+01 2.011082e+01 6.920000e+01
2.215985e+02 -1.979825e+01 1.971082e+01 6.925000e+01
2.220016e+02 -1.978848e+01 1.931094e+01 6.930000e+01
2.224047e+02 -1.977072e+01 1.891134e+01 6.935000e+01
2.228078e+02 -1.974497e+01 1.851217e+01 6.940000e+01
2.232109e+02 -1.971124e+01 1.811359e+01 6.945000e+01
2.236140e+02 -1.966954e+01 1.771577e+01 6.950000e+01
2.240171e+02 -1.961990e+01 1.731886e+01 6.955000e+01
2.244202e+02 -1.956233e+01 1.692303e+01 6.960000e+01
2.248234e+02 -1.949686e+01 1.652842e+01 6.965000e+01
2.252265e+02 -1.942350e+01 1.613521e+01 6.970000e+01
2.256296e+02 -1.934230e+01 1.574354e+01 6.975000e+01
2.260327e+02 -1.925328e+01 1.535357e+01 6.980000e+01
2.264358e+02 -1.915648e+01 1.496546e+01 6.985000e+01
2.268389e+02 -1.905194e+01 1.457936e+01 6.990000e+01
2.272420e+02 -1.893970e+01 1.419543e+01 6.995000e+01
2.276452e+02 -1.881980e+01 1.381382e+01 7.000000e+01
2.280483e+02 -1.869229e+01 1.343469e+01 7.005000e+01
2.284514e+02 -1.855723e+01 1.305818e+01 7.010000e+01
2.288545e+02 -1.841467e+01 1.268445e+01 7.015000e+01
2.292576e+02 -1.826466e+01 1.231364e+01 7.020000e+01
2.296607e+02 -1.810726e+01 1.194591e+01 7.025000e+01
2.300638e+02 -1.794254e+01 1.158140e+01 7.030000e+01
2.304669e+02 -1.777056e+01 1.122026e+01 7.035000e+01
2.308701e+02 -1.759140e+01 1.086263e+01 7.040000e+01
2.312732e+02 -1.740512e+01 1.050865e+01 7.045000e+01
2.316763e+02 -1.721180e+01 1.015847e+01 7.050000e+01
2.320794e+02 -1.701151e+01 9.812226e+00 7.055000e+01
2.324825e+02 -1.680434e+01 9.470056e+00 7.060000e+01
2.328856e+02 -1.659037e+01 9.132096e+00 7.065000e+01
2.332887e+02 -1.636968e+01 8.798486e+00 7.070000e+01
2.336918e+02 -1.614237e+01 8.469354e+00 7.075000e+01
2.340950e+02 -1.590851e+01 8.144834e+00 7.080000e+01
2.344981e+02 -1.566822e+01 7.825056e+00 7.085000e+01
2.349012e+02 -1.542157e+01 7.510148e+00 7.090000e+01
2.353043e+02 -1.516868e+01 7.200236e+00 7.095000e+01
2.357074e+02 -1.490964e+01 6.895442e+00 7.100000e+01
2.361105e+02 -1.464456e+01 6.595890e+00 7.105000e+01
2.365136e+02 -1.437354e+01 6.301698e+00 7.110000e+01
2.369167e+02 -1.409669e+01 6.012986e+00 7.115000e+01
2.373199e+02 -1.381413e+01 5.729870e+00 7.120000e+01
2.377230e+02 -1.352595e+01 5.452460e+00 7.125000e+01
2.381261e+02 -1.323229e+01 5.180868e+00 7.130000e+01
2.385292e+02 -1.293325e+01 4.915204e+00 7.135000e+01
2.389323e+02 -1.262896e+01 4.655572e+00 7.140000e+01
2.393354e+02 -1.231954e+01 4.402078e+00 7.145000e+01
2.397385e+02 -1.200512e+01 4.154824e+00 7.150000e+01
2.401417e+02 -1.168581e+01 3.913906e+00 7.155000e+01
2.405448e+02 -1.136174e+01 3.679424e+00 7.160000e+01
2.409479e+02 -1.103305e+01 3.451468e+00 7.165000e+01
2.413510e+02 -1.069987e+01 3.230132e+00 7.170000e+01
2.417541e+02 -1.036233e+01 3.015502e+00 7.175000e+01
2.421572e+02 -1.002056e+01 2.807666e+00 7.180000e+01
2.425603e+02 -9.674710e+00 2.606706e+00 7.185000e+01
2.429634e+02 -9.324904e+00 2.412704e+00 7.190000e+01
2.433666e+02 -8.971290e+00 2.225736e+00 7.195000e+01
2.437697e+02 -8.614008e+00 2.045878e+00 7.200000e+01
2.441728e+02 -8.253200e+00 1.873199e+00 7.205000e+01
2.445759e+02 -7.889012e+00 1.707772e+00 7.210000e+01
2.449790e+02 -7.521586e+00 1.549660e+00 7.215000e+01
2.453821e+02 -7.151074e+00 1.398929e+00 7.220000e+01
2.457852e+02 -6.777620e+00 1.255637e+00 7.225000e+01
2.461883e+02 -6.401376e+00 1.119843e+00 7.230000e+01
2.465915e+02 -6.022490e+00 9.915996e-01 7.235000e+01
2.469946e+02 -5.641118e+00 8.709594e-01 7.240000e+01
2.473977e+02 -5.257406e+00 7.579704e-01 7.245000e+01
2.478008e+02 -4.871514e+00 6.526778e-01 7.250000e+01
2.482039e+02 -4.483592e+00 5.551234e-01 7.255000e+01
2.486070e+02 -4.093798e+00 4.653466e-01 7.260000e+01
2.490101e+02 -3.702284e+00 3.833830e-01 7.265000e+01
2.494132e+02 -3.309212e+00 3.092656e-01 7.270000e+01
2.498164e+02 -2.914734e+00 2.430240e-01 7.275000e+01
2.502195e+02 -2.519012e+00 1.846845e-01 7.280000e+01
2.506226e+02 -2.122202e+00 1.342707e-01 7.285000e+01
2.510257e+02 -1.724462e+00 9.180264e-02 7.290000e+01
2.514288e+02 -1.325953e+00 5.729732e-02 7.295000e+01
2.518319e+02 -9.268340e-01 3.076856e-02 7.300000e+01
2.522350e+02 -5.272640e-01 1.222697e-02 7.305000e+01
2.526382e+02 -1.274031e-01 1.679947e-03 7.310000e+01
2.530413e+02 2.725888e-01 -8.682818e-04 7.315000e+01
2.534444e+02 6.725516e-01 4.583304e-03 7.320000e+01
2.538475e+02 1.072325e+00 1.803252e-02 7.325000e+01
2.542506e+02 1.471750e+00 3.947400e-02 7.330000e+01
2.546537e+02 1.870667e+00 6.889914e-02 7.335000e+01
2.550568e+02 2.268914e+00 1.062962e-01 7.340000e+01
2.554599e+02 2.666336e+00 1.516502e-01 7.345000e+01
2.558631e+02 3.062768e+00 2.049430e-01 7.350000e+01
2.562662e+02 3.458058e+00 2.661534e-01 7.355000e+01
2.566693e+02 3.852044e+00 3.352566e-01 7.360000e+01
2.570724e+02 4.244568e+00 4.122254e-01 7.365000e+01
2.574755e+02 4.635476e+00 4.970286e-01 7.370000e+01
2.578786e+02 5.024608e+00 5.896326e-01 7.375000e+01
2.582817e+02 5.411812e+00 6.900000e-01 7.380000e+01
2.586848e+02 5.796930e+00 7.980912e-01 7.385000e+01
2.590880e+02 6.179810e+00 9.138624e-01 7.390000e+01
2.594911e+02 6.560298e+00 1.037268e+00 7.395000e+01
2.598942e+02 6.938242e+00 1.168257e+00 7.400000e+01
2.602973e+02 7.313492e+00 1.306779e+00 7.405000e+01
2.607004e+02 7.685894e+00 1.452778e+00 7.410000e+01
2.611035e+02 8.055304e+00 1.606195e+00 7.415000e+01
2.615066e+02 8.421572e+00 1.766969e+00 7.420000e+01
2.619097e+02 8.784550e+00 1.935036e+00 7.425000e+01
2.623129e+02 9.144094e+00 2.110328e+00 7.430000e+01
2.627160e+02 9.500062e+00 2.292776e+00 7.435000e+01
2.631191e+02 9.852310e+00 2.482306e+00 7.440000e+01
2.635222e+02 1.020070e+01 2.678842e+00 7.445000e+01
2.639253e+02 1.054508e+01 2.882308e+00 7.450000e+01
2.643284e+02 1.088533e+01 3.092618e+00 7.455000e+01
2.647315e+02 1.122131e+01 3.309692e+00 7.460000e+01
2.651347e+02 1.155287e+01 3.533442e+00 7.465000e+01
2.655378e+02 1.187990e+01 3.763776e+00 7.470000e+01
2.659409e+02 1.220225e+01 4.000606e+00 7.475000e+01
2.663440e+02 1.251981e+01 4.243834e+00 7.480000e+01
2.667471e+02 1.283243e+01 4.493366e+00 7.485000e+01
2.671502e+02 1.314000e+01 4.749098e+00 7.490000e+01
2.675533e+02 1.344240e+01 5.010932e+00 7.495000e+01
2.679564e+02 1.373950e+01 5.278758e+00 7.500000e+01
2.683596e+02 1.403118e+01 5.552474e+00 7.505000e+01
2.687627e+02 1.431733e+01 5.831970e+00 7.510000e+01
2.691658e+02 1.459784e+01 6.117130e+00 7.515000e+01
2.695689e+02 1.487259e+01 6.407844e+00 7.520000e+01
2.699720e+02 1.514146e+01 6.703994e+00 7.525000e+01
2.703751e+02 1.540436e+01 7.005464e+00 7.530000e+01
2.707782e+02 1.566118e+01 7.312128e+00 7.535000e+01
2.711813e+02 1.591182e+01 7.623870e+00 7.540000e+01
2.715845e+02 1.615617e+01 7.940560e+00 7.545000e+01
2.719876e+02 1.639414e+01 8.262074e+00 7.550000e+01
2.723907e+02 1.662563e+01 8.588282e+00 7.555000e+01
2.727938e+02 1.685055e+01 8.919054e+00 7.560000e+01
2.731969e+02 1.706881e+01 9.254260e+00 7.565000e+01
2.736000e+02 1.728032e+01 9.593762e+00 7.570000e+01
2.740031e+02 1.748500e+01 9.937426e+00 7.575000e+01
2.744062e+02 1.768277e+01 1.028512e+01 7.580000e+01
2.748094e+02 1.787355e+01 1.063669e+01 7.585000e+01
2.752125e+02 1.805725e+01 1.099201e+01 7.590000e+01
2.756156e+02 1.823382e+01 1.135093e+01 7.595000e+01
2.760187e+02 1.840317e+01 1.171332e+01 7.600000e+01
2.764218e+02 1.856523e+01 1.207901e+01 7.605000e+01
2.768249e+02 1.871996e+01 1.244788e+01 7.610000e+01
2.772280e+02 1.886727e+01 1.281976e+01 7.615000e+01
2.776312e+02 1.900712e+01 1.319452e+01 7.620000e+01
2.780343e+02 1.913945e+01 1.357200e+01 7.625000e+01
2.784374e+02 1.926420e+01 1.395204e+01 7.630000e+01
2.788405e+02 1.938132e+01 1.433451e+01 7.635000e+01
2.792436e+02 1.949078e+01 1.471925e+01 7.640000e+01
2.796467e+02 1.959251e+01 1.510609e+01 7.645000e+01
2.800498e+02 1.968649e+01 1.549490e+01 7.650000e+01
2.804529e+02 1.977268e+01 1.588550e+01 7.655000e+01
2.808561e+02 1.985103e+01 1.627775e+01 7.660000e+01
2.812592e+02 1.992153e+01 1.667149e+01 7.665000e+01
2.816623e+02 1.998414e+01 1.706656e+01 7.670000e+01
2.820654e+02 2.003884e+01 1.746280e+01 7.675000e+01
2.824685e+02 2.008560e+01 1.786006e+01 7.680000e+01
2.828716e+02 2.012440e+01 1.825817e+01 7.685000e+01
2.832747e+02 2.015524e+01 1.865698e+01 7.690000e+01
2.836778e+02 2.017808e+01 1.905633e+01 7.695000e+01
2.840810e+02 2.019296e+01 1.945605e+01 7.700000e+01
2.844841e+02 2.019982e+01 1.985599e+01 7.705000e+01
2.848872e+02 2.019868e+01 2.025600e+01 7.710000e+01
2.852903e+02 2.018956e+01 2.065588e+01 7.715000e+01
2.856934e+02 2.017242e+01 2.105552e+01 7.720000e+01
2.860965e+02 2.014730e+01 2.145474e+01 7.725000e+01
2.864996e+02 2.011422e+01 2.185336e+01 7.730000e+01
2.869027e+02 2.007316e+01 2.225124e+01 7.735000e+01
2.873059e+02 2.002414e+01 2.264824e+01 7.740000e+01
2.877090e+02 1.996720e+01 2.304416e+01 7.745000e+01
2.881121e+02 1.990236e+01 2.343886e+01 7.750000e+01
2.885152e+02 1.982963e+01 2.383220e+01 7.755000e+01
2.889183e+02 1.974905e+01 2.422400e+01 7.760000e+01
2.893214e+02 1.966066e+01 2.461412e+01 7.765000e+01
2.897245e+02 1.956448e+01 2.500238e+01 7.770000e+01
2.901277e+02 1.946055e+01 2.538864e+01 7.775000e+01
2.905308e+02 1.934892e+01 2.577274e+01 7.780000e+01
2.909339e+02 1.922963e+01 2.615454e+01 7.785000e+01
2.913370e+02 1.910273e+01 2.653388e+01 7.790000e+01
2.917401e+02 1.896826e+01 2.691060e+01 7.795000e+01
2.921432e+02 1.882629e+01 2.728456e+01 7.800000e+01
2.925463e+02 1.867687e+01 2.765560e+01 7.805000e+01
2.929494e+02 1.852006e+01 2.802358e+01 7.810000e+01
2.933526e+02 1.835592e+01 2.838836e+01 7.815000e+01
2.937557e+02 1.818452e+01 2.874978e+01 7.820000e+01
2.941588e+02 1.800593e+01 2.910770e+01 7.825000e+01
2.945619e+02 1.782021e+01 2.946196e+01 7.830000e+01
2.949650e+02 1.762745e+01 2.981246e+01 7.835000e+01
2.953681e+02 1.742772e+01 3.015902e+01 7.840000e+01
2.957712e+02 1.722109e+01 3.050152e+01 7.845000e+01
2.961743e+02 1.700766e+01 3.083982e+01 7.850000e+01
2.965775e+02 1.678750e+01 3.117378e+01 7.855000e+01
2.969806e+02 1.656071e+01 3.150328e+01 7.860000e+01
2.973837e+02 1.632737e+01 3.182816e+01 7.865000e+01
2.977868e+02 1.608759e+01 3.214832e+01 7.870000e+01
2.981899e+02 1.584145e+01 3.246362e+01 7.875000e+01
2.985930e+02 1.558905e+01 3.277394e+01 7.880000e+01
2.989961e+02 1.533050e+01 3.307914e+01 7.885000e+01
2.993992e+02 1.506589e+01 3.337912e+01 7.890000e+01
2.998024e+02 1.479534e+01 3.367374e+01 7.895000e+01
3.002055e+02 1.451895e+01 3.396290e+01 7.900000e+01
3.006086e+02 1.423683e+01 3.424646e+01 7.905000e+01
3.010117e+02 1.394910e+01 3.452432e+01 7.910000e+01
3.014148e+02 1.365587e+01 3.479638e+01 7.915000e+01
3.018179e+02 1.335726e+01 3.506252e+01 7.920000e+01
3.022210e+02 1.305339e+01 3.532264e+01 7.925000e+01
3.026241e+02 1.274437e+01 3.557662e+01 7.930000e+01
3.030273e+02 1.243034e+01 3.582438e+01 7.935000e+01
3.034304e+02 1.211141e+01 3.606580e+01 7.940000e+01
3.038335e+02 1.178772e+01 3.630080e+01 7.945000e+01
3.042366e+02 1.145939e+01 3.652928e+01 7.950000e+01
3.046397e+02 1.112657e+01 3.675116e+01 7.955000e+01
3.050428e+02 1.078937e+01 3.696632e+01 7.960000e+01
3.054459e+02 1.044793e+01 3.717470e+01 7.965000e+01
3.058491e+02 1.010240e+01 3.737622e+01 7.970000e+01
3.062522e+02 9.752902e+00 3.757078e+01 7.975000e+01
3.066553e+02 9.399586e+00 3.775830e+01 7.980000e+01
3.070584e+02 9.042590e+00 3.793872e+01 7.985000e+01
3.074615e+02 8.682058e+00 3.811198e+01 7.990000e+01
3.078646e+02 8.318134e+00 3.827798e+01 7.995000e+01
3.082677e+02 7.950960e+00 3.843668e+01 8.000000e+01
3.086708e+02 7.580688e+00 3.858800e+01 8.005000e+01
3.090740e+02 7.207464e+00 3.873190e+01 8.010000e+01
3.094771e+02 6.831436e+00 3.886828e+01 8.015000e+01
3.098802e+02 6.452756e+00 3.899714e+01 8.020000e+01
3.102833e+02 6.071574e+00 3.911838e+01 8.025000e+01
3.106864e+02 5.688044e+00 3.923198e+01 8.030000e+01
3.110895e+02 5.302320e+00 3.933788e+01 8.035000e+01
3.114926e+02 4.914554e+00 3.943606e+01 8.040000e+01
3.118957e+02 4.524902e+00 3.952646e+01 8.045000e+01
3.122989e+02 4.133522e+00 3.960904e+01 8.050000e+01
3.127020e+02 3.740566e+00 3.968378e+01 8.055000e+01
3.131051e+02 3.346196e+00 3.975066e+01 8.060000e+01
3.135082e+02 2.950566e+00 3.980962e+01 8.065000e+01
3.139113e+02 2.553836e+00 3.986068e+01 8.070000e+01
3.143144e+02 2.156166e+00 3.990378e+01 8.075000e+01
3.147175e+02 1.757712e+00 3.993892e+01 8.080000e+01
3.151206e+02 1.358636e+00 3.996608e+01 8.085000e+01
3.155238e+02 9.590956e-01 3.998526e+01 8.090000e+01
3.159269e+02 5.592520e-01 3.999644e+01 8.095000e+01
3.163300e+02 1.592647e-01 3.999962e+01 8.100000e+01
3.167331e+02 -2.407064e-01 3.999482e+01 8.105000e+01
3.171362e+02 -6.405010e-01 3.998200e+01 8.110000e+01
3.175393e+02 -1.039960e+00 3.996120e+01 8.115000e+01
3.179424e+02 -1.438922e+00 3.993240e+01 8.120000e+01
3.183456e+02 -1.837229e+00 3.989564e+01 8.125000e+01
3.187487e+02 -2.234722e+00 3.985092e+01 8.130000e+01
3.191518e+02 -2.631240e+00 3.979826e+01 8.135000e+01
3.195549e+02 -3.026626e+00 3.973768e+01 8.140000e+01
3.199580e+02 -3.420720e+00 3.966920e+01 8.145000e+01
3.203611e+02 -3.813368e+00 3.959286e+01 8.150000e+01
3.207642e+02 -4.204410e+00 3.950868e+01 8.155000e+01
3.211673e+02 -4.593690e+00 3.941670e+01 8.160000e+01
3.215705e+02 -4.981052e+00 3.931694e+01 8.165000e+01
3.219736e+02 -5.366342e+00 3.920946e+01 8.170000e+01
3.223767e+02 -5.749406e+00 3.909430e+01 8.175000e+01
3.227798e+02 -6.130090e+00 3.897150e+01 8.180000e+01
3.231829e+02 -6.508242e+00 3.884112e+01 8.185000e+01
3.235860e+02 -6.883712e+00 3.870320e+01 8.190000e+01
3.239891e+02 -7.256348e+00 3.855778e+01 8.195000e+01
3.243922e+02 -7.626000e+00 3.840496e+01 8.200000e+01
3.247954e+02 -7.992524e+00 3.824476e+01 8.205000e+01
3.251985e+02 -8.355768e+00 3.807728e+01 8.210000e+01
3.256016e+02 -8.715592e+00 3.790256e+01 8.215000e+01
3.260047e+02 -9.071850e+00 3.772068e+01 8.220000e+01
3.264078e+02 -9.424400e+00 3.753172e+01 8.225000e+01
3.268109e+02 -9.773098e+00 3.733572e+01 8.230000e+01
3.272140e+02 -1.011781e+01 3.713282e+01 8.235000e+01
3.276172e+02 -1.045839e+01 3.692304e+01 8.240000e+01
3.280203e+02 -1.079471e+01 3.670650e+01 8.245000e+01
3.284234e+02 -1.112663e+01 3.648328e+01 8.250000e+01
